Title,URL,Tags,Date added,Accessibility score,Issues
"A, AA",4.38,3122,2024-08-03,5,273
"A, AA",2.34,515,2024-08-03,2,0
"A, AA",7.91,1,2024-08-03,3,0
"A, AA",4.35,13,2024-08-03,2,0
"A, AA",4.97,6,2024-08-03,1,4
"A, AA",4.04,1147,2024-08-03,3,222
"A, AA",3.29,6,2024-08-03,1,0
"A, AA",7.29,31,2024-08-03,4,0
"A, AA",3.6,225,2024-08-03,1,0
"A, AA",4.96,6,2024-08-03,2,0
"A, AA",5.46,32,2024-08-03,3,0
"A, AA",4.04,407,2024-08-03,2,0
"A, AA",6.64,110,2024-08-03,3,26
"A, AA",4.93,325,2024-08-03,3,11
"A, AA",6.82,286,2024-08-03,4,0
"A, AA",5.65,88,2024-08-03,3,1
"A, AA",6.53,145,2024-08-03,3,0
"A, AA",10.61,15,2024-08-03,7,0
"A, AA",6.09,9,2024-08-03,2,50
"A, AA",7.91,32,2024-08-03,4,0
"A, AA",10.47,47,2024-08-03,5,1
"A, AA",0.91,9,2024-08-02,0,2
"A, AA",2.71,1,2024-08-02,1,0
"A, AA",1.77,4,2024-08-02,0,0
"A, AA",3.73,17,2024-08-02,2,0
"A, AA",3.3,4,2024-08-02,2,1
"A, AA",3.41,2,2024-08-02,2,0
"A, AA",2.72,34,2024-08-02,1,0
"A, AA",3.28,9,2024-08-02,2,0
"A, AA",1.6,7,2024-08-02,1,0
"A, AA",3.76,1,2024-08-02,1,0
"A, AA",1.74,7,2024-08-02,1,0
"A, AA",1.68,31,2024-08-02,1,0
"A, AA",4.41,9,2024-08-02,2,0
"A, AA",3.13,3,2024-08-02,2,0
"A, AA",2.87,1,2024-08-02,1,0
"A, AA",3.01,6,2024-08-02,2,0
"A, AA",2.12,15,2024-08-02,1,7
"A, AA",2.36,22,2024-08-02,1,3
"A, AA",3.2,26,2024-08-02,2,0
"A, AA",1.79,31,2024-08-02,2,0
"A, AA",1.92,8,2024-08-02,0,0
"A, AA",1.77,6,2024-08-02,0,0
"A, AA",4.64,1,2024-08-02,1,0
"A, AA",1.38,43,2024-08-02,2,0
"A, AA",1.16,163,2024-08-02,1,0
"A, AA",0.43,134,2024-08-02,1,1
"A, AA",3.96,10,2024-08-02,2,0
"A, AA",1.23,60,2024-08-02,2,6
"A, AA",4.66,1,2024-08-02,1,0
"A, AA",2.07,81,2024-08-02,2,2
"A, AA",2.64,267,2024-08-02,2,85
"A, AA",2.71,28,2024-08-02,2,14
"A, AA",3.55,98,2024-08-02,1,1
"A, AA",1.34,38,2024-08-02,1,0
"A, AA",4.22,849,2024-08-02,3,1
"A, AA",4.82,11,2024-08-02,2,4
"A, AA",1.47,135,2024-08-02,1,0
"A, AA",5.44,13,2024-08-02,3,0
"A, AA",5.35,37,2024-08-02,3,0
"A, AA",1.35,501,2024-08-02,1,2
"A, AA",4.71,1628,2024-08-02,2,0
"A, AA",4.48,125,2024-08-02,3,0
"A, AA",1.58,314,2024-08-02,1,1
"A, AA",2.94,34,2024-08-02,2,1
"A, AA",2.83,420,2024-08-02,1,2
"A, AA",6.74,1,2024-08-02,3,0
"A, AA",3.25,280,2024-08-02,3,13
"A, AA",9.78,8,2024-08-02,6,1
"A, AA",2.24,46,2024-08-02,4,0
"A, AA",9.24,13,2024-08-02,5,0
"A, AA",4.49,88,2024-08-02,3,2
"A, AA",10.55,21,2024-08-02,7,173
"A, AA",9.87,7,2024-08-02,7,0
"A, AA",2.29,0,2024-08-01,1,0
"A, AA",1.72,8,2024-08-01,1,0
"A, AA",0.33,7,2024-08-01,0,18
"A, AA",1.78,4,2024-08-01,2,0
"A, AA",1.07,4,2024-08-01,0,1
"A, AA",3.01,2,2024-08-01,1,0
"A, AA",3.32,5,2024-08-01,2,0
"A, AA",2.97,1,2024-08-01,2,0
"A, AA",1.49,3,2024-08-01,2,0
"A, AA",2.99,9,2024-08-01,2,0
"A, AA",3.75,15,2024-08-01,2,1
"A, AA",3.69,27,2024-08-01,2,0
"A, AA",4.51,18,2024-08-01,2,24
"A, AA",1.6,6,2024-08-01,1,0
"A, AA",3.1,8,2024-08-01,1,6
"A, AA",3.44,44,2024-08-01,2,0
"A, AA",1.59,188,2024-08-01,1,0
"A, AA",4.54,1755,2024-08-01,3,38
"A, AA",9.34,40,2024-08-01,6,0
